Category,Type,Cond_Price,IPTU_Price,Area,Bedrooms,Bathrooms,Garage,Property_Detail,Cond_Detail,Price,Zipcode,City,Neighboor,Address,Description
Apartamentos,Venda - apartamento padrão,R$ 527,R$ 0,55m²,2,1,1,"Churrasqueira, Piscina",Piscina,R$ 430.000,60183651,Fortaleza,Praia do Futuro II,Rua 9 (Cj Caça e Pesca),"Código do anúncio: AP0527

lindo apartamento a venda na praia do futuro em um condomínio com área de lazer completa.
12° andar
Melhor coluna - esquina da torre - com vistas frontal e lateral mar
Melhor torre
A de frente para o mar (torre norte)
2 quartos/1 banheiro
55m2
: 1 vaga coberta

entre em contato e agende uma visita:  ou  Rafael Liberato -"
Apartamentos,Venda - apartamento padrão,R$ 1.555,R$ 0,210m²,3,5 ou mais,3,"Piscina, Área de serviço, Churrasqueira","Elevador, Piscina",R$ 1.780.000,60165070,Fortaleza,Meireles,Rua Silva Jatahy,"Código do anúncio: AP0591

Maravilhoso Apartamento em andar alto, com 03 ambientes, janelão de cortina de vidro, suíte master com banheira de hidromassagem redonda, 02 suítes com banheiras de hidromassagem retangular, gabinete/escritório, cozinha com dispensa, área de serviço/lavanderia, DCE completa, corredor com roupeiro embutido, Sacada funcional para sombra e chuva, 03 vagas de garagem, depósito individual no subsolo. -"
Apartamentos,Venda - apartamento padrão,R$ 1.540,R$ 0,236m²,4,4,4,Piscina,Piscina,R$ 1.300.000,60150100,Fortaleza,Aldeota,Rua Eduardo Garcia,"Código do anúncio: AP2830

APARTAMENTO COBERTURA DUPLES, COM 4 DORMITÓRIOS SENDO 3 SUÍTES, SALA, COZINHA, WC, ÁREA DE SERVIÇO, 4 VAGAS DE GARAGEM, PISCINA E DE FRENTE PARA A PRAIA

ACEITA TROCA POR CASA OU APARTAMENTO EM CAMPINAS OU VALINHOS."
Casas,Venda - casa em rua pública,R$ 0,R$ 0,720m²,5 ou mais,5 ou mais,5 ou mais,"Churrasqueira, Piscina","Permitido animais, Piscina",R$ 3.990.000,60177030,Fortaleza,De Lourdes,Rua Professor Amarílio Cartaxo,"Código do anúncio: EDX130

Mansão espetacular localizada no bairro de Lourdes. São 2.440m² de terreno, 720m² de área construída, sala para 04 ambientes, 05 suítes espaçosas e armários projetados na cozinha. Área externa com um lindo jardim, piscina adulto e infantil, deck completo, quadra poliesportiva, quadra de beach tênis, sauna, tudo o que você precisa para ter bem-estar e qualidade de vida!

Agende já uma visita!"
Casas,Venda - casa em rua pública,R$ 0,R$ 0,532m²,5 ou mais,5 ou mais,5 ou mais,"Varanda, Churrasqueira",,R$ 1.200.000,60821836,Fortaleza,Parque Manibura,Rua Coronel Honório Vieira - de 421/422 ao fim,"Código do anúncio: CA0143

Casa Duplex localizada no Parque Manibura / Luciano Cavalcante, construída para o NASCENTE com 531,57m², em terreno medindo 26,40m x 33,00m = 871,20m², 1º andar com 4 suítes sendo duas com closet, a máster com banheira e uma romântica varanda fechada com cortina de vidro e nicho em porcelanato polido, embutido no piso, coberto com vidro laminado. Térreo: despensa/ adega sob a escada, uma espaçosa varanda de 60,00m², amplo espaço integrado, com teto rebaixado de lambri, sala de estar, sala de jantar, copa e cozinha e ampla despensa, 01 suíte e lavabo. Grande jardim interno, fechado com pergolado protegido com cobertura de policarbonato. Área ampla de serviço com dependência completa. Garagem para 05 carros sendo 02 cobertas e um depósito multiuso. Canil coberto. Caixa d'água com 5.000 litros. Dispõe de fruteiras e belo jardim, com ampla varanda banhada pelo sol nascente durante as manhãs e sombra refrescante às tardes, aonde pode-se ouvi..."
Apartamentos,Venda - apartamento padrão,R$ 1.270,R$ 0,158m²,3,5 ou mais,3,,,R$ 600.000,60170310,Fortaleza,Meireles,Rua Professor Dias da Rocha - até 669/670,"Código do anúncio: c2cdd5

O apartamento está localizado no bairro Meireles tem 158 metros quadrados com 3 quartos sendo 3 suites e 5 banheiros"
Apartamentos,Venda - apartamento padrão,R$ 1.200,R$ 0,125m²,3,3,2,Área de serviço,,R$ 500.000,60140120,Fortaleza,Aldeota,Rua Carolina Sucupira - até 1549/1550,"Código do anúncio: AP0107

Apartamento de 125m² com 3 dormitórios nascente localizado no Cocó. Excelente apartamento na Rua Carolina Sucupira com
vista para o Parque do Cocó, com 2 suítes, ampla sala, cozinha, 02 vagas de garagem. Área de lazer com salão de festas, playground, quadra poliesportiva e área de convivência e muito mais para usufruir desse belo empreendimento. -"
Apartamentos,Venda - apartamento padrão,R$ 450,,67m²,3,2,2,"Área de serviço, Churrasqueira, Varanda, Academia, Piscina","Condomínio fechado, Elevador, Segurança 24h, Portaria, Permitido animais, Academia, Piscina, Salão de festas",R$ 340.000,60510118,Fortaleza,Jóquei Clube,Rua Mozart Firmeza - até 999/1000,"Última oportunidade, Última unidade.

*Última unidade Duo Parangaba*

?


?Unidade 101, torre 02
3 quartos, 2 vagas
*Por R$ 340.000,00*

67,68m2

ÁREA DE LAZER COMPLETA!!

ÍTALO MENDES 
CRECI: 18798

TEL/ZAP: 85 ... ver número "
Apartamentos,Venda - apartamento padrão,R$ 0,R$ 0,118m²,3,4,3,"Ar condicionado, Mobiliado, Churrasqueira, Varanda, Piscina, Academia","Condomínio fechado, Academia, Portaria, Elevador, Salão de festas, Permitido animais, Piscina",R$ 650.000,60120021,Fortaleza,Aldeota,Rua Silva Paulet - de 766/767 a 1889/1890,"Código do anúncio: #Itauna

Localização: Rua Silva Paulet, 1972 - Aldeota

Características: Apto com 118 metros, 03 suítes, 03 vagas, elevador. Móveis Projetados. Andar Alto.

Contatos: (85) 99126.9065 ( Ligações e Whatsapp )"
Apartamentos,Venda - apartamento padrão,R$ 0,R$ 0,,2,1,1,,Permitido animais,R$ 28.000,60750150,Fortaleza,Prefeito José Walter,Rua 1 (Cj Prefeito José Walter),"VENDO APARTAMENTO NA QUADRA 9 LOTE 1 - 1 ANDAR

MELHOR QUADRA DO CIDADE JARDIM 2

APARTAMENTO COM PRIVACIDADE (SEM NINGUÉM EM FRENTE PARA FICAR OLHANDO)

PIA DE MÁRMORE NA COZINHA
GRADE NA PORTA DE ENTRADA

CONTRATO DE COMPRA E VENDA COM O PRIMEIRO DONO.

WHATSAPP 9817... ver número"
Apartamentos,Venda - apartamento padrão,R$ 1.050,R$ 0,173m²,4,5 ou mais,3,"Piscina, Churrasqueira, Área de serviço, Ar condicionado","Piscina, Elevador, Condomínio fechado",R$ 1.950.000,60810220,Fortaleza,Engenheiro Luciano Cavalcante,Rua Gontran Giffoni,"Código do anúncio: AP0209

APARTAMENTO ALTO PADRÃO GUARARAPES 173m2

Condomínio SPRING LIVE PARK

APARTAMENTO:

* 4 Suítes
* Sala Ampla
* Varanda integrada com a sala
* Cortina de Vidro
* Cozinha
* Lavabo
* Dependência de Empregada
* 100% Projetado e climatizado
* Porcelanato
* Andar Alto
* Melhor Coluna
* 3 Vagas
* Uma das melhores área de lazer da região
* Próximo a supermercados, faculdades, shopping, colégios, localizado a um quarteirão da Av Rogaciano Leite.

Marque sua Visita,
(85) 98699.1412 -"
Apartamentos,Venda - apartamento padrão,R$ 370,R$ 500,51m²,2,2,1,"Mobiliado, Piscina, Varanda, Academia, Armários na cozinha, Ar condicionado, Churrasqueira","Salão de festas, Portaria, Elevador, Permitido animais, Condomínio fechado, Academia, Piscina",R$ 390.000,60411205,Fortaleza,Fátima,Avenida Luciano Carneiro - até 999 - lado ímpar,"Código do anúncio: 68

Excelente apartamento andar alto, vista belíssima,  no bairro Fátima com 51 m², 2 quartos sendo 1 suite e 2 banheiros, móveis projetados na sala e cozinha, ar condicionado,  varanda na sala  
Lazer espetacular,  com  academia, espaço gourmet, jardim, parquinho infantil, salão para festas, deck com churrasqueira salao de jogos, piscina adulto e infantil campo futebol, guarita elevada com segurança 3 elevadores"
Apartamentos,Venda - apartamento padrão,R$ 0,R$ 0,117m²,3,5 ou mais,2,"Churrasqueira, Piscina",Piscina,R$ 1.145.000,60115281,Fortaleza,Aldeota,Rua Doutor José Lourenço - de 771/772 a 1999/2000,"Código do anúncio: AP0906

Proximo a Av., Washington Soares, venha morar nesse empreendimento perto de tudo que você precisa. A partir de R$ 259.990,00


Área dos Apartamentos:
55 m² ( Padrão)
108 m² (Cobertura duplex)

Garagens: 1 ou 2 vagas privativas

Agende já sua visita!!!!! -"
Apartamentos,Venda - apartamento padrão,R$ 0,R$ 0,83m²,3,2,2,"Ar condicionado, Mobiliado, Churrasqueira, Piscina, Academia, Varanda","Condomínio fechado, Piscina, Academia, Salão de festas, Elevador, Portaria, Permitido animais",R$ 579.999,60192070,Fortaleza,Cocó,Rua Andrade Furtado - até 949/950,"Código do anúncio: #MirantedoParque

Localização: R. Andrade Furtado, 147 - Cocó

Características: Ap com 83m², possuindo 3 quartos e 2 vagas. Móveis Projetados. Vista Panorâmica do Parque. Andar Alto.

Contatos: (85) 99126.9065 ( Ligações e Whatsapp )"
Casas,Venda - casa em rua pública,R$ 0,R$ 0,361m²,4,4,4,,,R$ 800.000,60833165,Fortaleza,Sapiranga-Coité,Rua Eliseu Oriá - até 1459/1460,"Código do anúncio: CA0081

Oportunidade de realizar o sonho da casa própria e proporcionar conforto e comodidade a sua família! Casa duplex com 4 quatros sendo 3 suítes, 1 WC Social, uma sala de estar super espaçosa, garagem para até 4 carros, varanda, área de serviço, cozinha, cerca elétrica e portão automático, tudo isso dividido de forma harmoniosa dentro dos seus 361m² de área privativa. Ainda conta com uma localização privilegiada, fica a 9 minutos (a pé) do Shopping Via Sul, é próxima ao Colégio Farias Brito Baby, a supermercados, restaurantes e muito mais. Gostou? Então agende já a sua visita com um de nossos consultores! 3021.5055"
Casas,Venda - casa em rua pública,R$ 0,R$ 0,20m²,2,1,1,Área de serviço,,R$ 8.000,60520355,Fortaleza,Jóquei Clube,Rua Desembargador Félix Cândido - até 1221/1222,Repasso casa no horizonte  pode pagar no meu nome parcelas de 623 já foram pagas 17 parcelas  financiamento foi feito em 360  meses mais tem possibilidade de armotiza a dívida aí diminuir tanto de parcelas meu zap 9821... ver número casa e em horizonte bairro dourado tamanho  6 de frente  20 de fundos dois quartos  banheiro reversível troco também em transporte tem 17 parcelas pagas  vencimento dia 2
Apartamentos,Venda - apartamento padrão,R$ 500,R$ 1,73m²,3,2,2,"Piscina, Churrasqueira, Academia","Salão de festas, Condomínio fechado, Elevador, Permitido animais, Portaria, Piscina, Academia",R$ 600.000,60824230,Fortaleza,Parque Iracema,Rua Alódia,"Código do anúncio: APE8

Apartamento em Andar Alto no Condomínio Las Palmas, ao lado do Parque del Sol em Fortaleza, na Cidade dos Funcionários. Apartamento com 03 Quartos e 02 Vagas, com Alguns móveis Fixos.

Deixe o seu Whats App e Agende uma Visita!

Pavimentos: 19 (Tipo)

Torres: 04 | Elevadores: 02 (Por Torre)

Apartamentos Por Andar: 04

Apartamentos: 304 (76 Por Torre)

Área Privativa: 73,14m²

(03 Quartos, sendo 01 Suíte Master)

-Salas de Estar e Jantar;
-Ampla Varanda, da Sala à Suíte;
-Cozinha,
-Área de Serviço,
-Banheiro Social,
-Espaço Flex (Opcional);

Vagas de Garagem: 02

Área Comum:

-Piscina Adulto Descoberta,
-Piscina Infantil Descoberta,
-Playground,
-Quadra de Tênis,
-Quadra Poliesportiva,
-Academia de Ginástica,
-Campo de Futebol Gramado,
-Massagem,
-Ofurô,
-Espaço Gourmet,
-Salão de Beleza,
-Salão de Festas Adulto,
-Salão de Festas Infantil,
-Sauna,
-SPA,

DATA DE ENTREGA: 

TAXA DE CONDOMINIO: R$ 500,00

Obs: Não Inclui a Água, Vencimento de 10. Pagando até o Vencimento tem Desconto de R$ 40,00."
Apartamentos,Venda - apartamento padrão,R$ 0,R$ 0,55m²,1,1,1,Varanda,Elevador,R$ 420.000,60120020,Fortaleza,Meireles,Rua Silva Paulet - até 764/765,"Código do anúncio: 9992

APARTAMENTO À VENDA NO BAIRRO MEIRELES REF.: 9992

 CONDOMÍNIO STUDIO 1 - BAIRRO MEIRELES


Belo apartamento no Condomínio STUDIO 1, com todo o conforto de se morar próximo ao Mar e desfrutar da ótima localização, perto de restaurantes, supermercados, bares, pizzarias, teatro, bancos, e sorveterias. 


O condomínio possui, cerca elétrica, elevador social e portaria 24 horas por dia! Sem contar que fica próximo a praia de Iracema.

Garanta já o seu!!!!!

 VALOR DE VENDA: R$ 420.000,00


 

 



-- Atualizado em:  :45"
Apartamentos,Venda - apartamento padrão,R$ 400,R$ 0,86m²,3,2,2,Área de serviço,,R$ 240.000,60411130,Fortaleza,Fátima,Rua Jaime Benévolo - de 1821/1822 ao fim,"Código do anúncio: AP2208

Apartamento no bairro de Fátima com área privativa de 86 m², 03 quartos sendo 01 suíte, DCE, despensa, 02 vagas de garagem. Ótima localização, próximo a Av. 13 de Maio. -"
Apartamentos,Venda - apartamento padrão,R$ 650,R$ 75,187m²,3,2,2,Área de serviço,Elevador,R$ 460.000,60130160,Fortaleza,Joaquim Távora,Rua Soriano Albuquerque,"Código do anúncio: AP0676

Apartamento com 107,97 de área privativa, Nascente total, 3 quartos (1 suíte social, 1 suíte máster e 1 reversível), sala em L (estar e jantar), varanda, cozinha com armários, área de serviços, DCE.

OBS: Armário nos quartos -"
Casas,Venda - casa em rua pública,R$ 0,R$ 0,128m²,3,3,2,,,R$ 490.000,60761425,Fortaleza,Mondubim,Rua Turquesa,"Código do anúncio: Jonny Lima (85)... ver número *a92

CASA NA MARAPONGA

° 131 m² construídos em um terreno regular de 132,50 m²
° 5.30 x 25 m de fundo;
° 4 quartos (1 embaixo)
° 2 suítes; 
° 3 banheiros
° Sala
° varanda
° cozinha
° área de serviço
° 3 banheiros
° quintal
° piso porcelanato (exceto em dois banheiros)
° 2 vagas e portão de correr

 Valor: por R$ 490.000,00

- Documentação regular e Financiamento por qualquer banco;

° Para mais informações ou visita:
Jonny Lima"
Apartamentos,Venda - apartamento padrão,R$ 600,R$ 0,73m²,3,2,2,"Piscina, Churrasqueira",Piscina,R$ 560.000,60120020,Fortaleza,Meireles,Rua Silva Paulet - até 764/765,"Código do anúncio: AP0268

Vendo apartamento no Meireles com lazer completo.
São 3 quartos (sendo 2 suítes), sala, varanda, cozinha e área de serviço.
2 vagas de garagem.
Lazer com piscinas adulto e infantil, deck com churrasqueira, salão de festas, academia e plauground.

Documentação ok.
Agende sua visita.
Márcio Macêdo, Creci: 19.667f. -"
Apartamentos,Venda - apartamento padrão,R$ 0,R$ 0,76m²,3,2,2,Área de serviço,"Permitido animais, Condomínio fechado",R$ 220.000,60743762,Fortaleza,Passaré,Avenida Doutor Silas Munguba - de 4998 ao fim - lado par,"Código do anúncio: 9193... ver número

Excelente apartamento e em ótima locação com 76m2, 3 quartos, sendo duas suítes, sala ampla, cozinha ampla, área de serviços, todo reformado, 2º andar, duas vagas de garagem, 100% sombra, super ventilado, instalação pronta para ar condicionado, aceita financiamento.

Condomínio R$ 

Solicite ja uma visita sem compromisso pelo  João Paulo


Tags: apartamento grande, castelão, passaré, sumaré, igreja canaã, silas munguba, parque anhembi. dede brasil"
Apartamentos,Venda - apartamento padrão,R$ 375,R$ 0,64m²,3,2,1,,"Condomínio fechado, Portaria, Salão de festas, Permitido animais",R$ 290.000,60824050,Fortaleza,Parque Iracema,Rua José Nogueira Freire,"Código do anúncio: 18

EXELENTE ÁREA DE LAZER NO PARQUE DEL SOL, 3 QTOS, (SENDO 1 SUITE COM ARMARIO, BANHEIRO DA SUITE COM box) VARANDA, COZ AMÉRICANA, ÁREA DE SERVIÇO com armario, WC SOCIAL COM  01 VAGA.CONDOMINIO COM SALÃO DE FESTAS, QUADRA ESPORTIVA, PLAY GRUUND"
Apartamentos,Venda - apartamento padrão,R$ 0,R$ 0,44m²,2,1,1,"Churrasqueira, Piscina","Piscina, Elevador",R$ 169.000,60761420,Fortaleza,Mondubim,Rua Cristiano Otoni,"Código do anúncio: AP0513

Torre Solare ( Região da Maraponga)

Atrás do Atacadão Lag da Av. Bernardo Manuel..

Condomínio com: Elevador, piscina adulto e infantil, Deck Gourmet, Churrasqueira, Bicicletário, pomar.

Apto de 2 quartos ( padrão e com varanda). Opções também com jardim.

Compre com um sinal de R$ 990 e parcele o restante da entrada em até 46 meses.

Apto a partir de R$ 168.900

Entrega : Dezembro de 2024

para mais informações ligue ou chame no whatssapp
 Rafael -"
Casas,Venda - casa em rua pública,R$ 0,R$ 0,700m²,5 ou mais,5 ou mais,5 ou mais,Churrasqueira,,R$ 4.400.000,60177030,Fortaleza,De Lourdes,Rua Professor Amarílio Cartaxo,"Código do anúncio: 2378

Casa, Área Total: 1800m², Área Privativa/Construída: 700m², 5 dormitórios, 5 suítes, 6 garagens, Deck, Piscina Adulto, Varanda"
Apartamentos,Venda - apartamento padrão,R$ 810,R$ 0,94m²,3,1,2,,,R$ 420.000,60125070,Fortaleza,Meireles,Rua Nunes Valente - até 819/820,"Código do anúncio: M2UL4N

O apartamento está localizado no bairro Meireles  com  94 metros quadrados  3 quartos sendo 2 suites e 3 banheiros ,.mais Dce,  Elevadores*.GERADOR,.., armários quartos e cozinha, piso sala c/ granito,varanda .muito perto da Av. da Abolicao e Av.Beira Mar.
Demais cômodos, cerâmica.   No Valor do  condomínio,  incluso, Água  e Gás......
Encontra-se em um condomínio protegido,por câmeras , portaria elevada ."
Casas,Venda - casa em rua pública,R$ 0,R$ 0,160m²,4,4,3,,,R$ 490.000,60761475,Fortaleza,Mondubim,Rua Rubi,"Código do anúncio: jbv5701

Excelente duplex localizado no loteamento Cartier, piscina, deck, churrasqueira, sala de estar e jantar, cozinha com armários projetados, 04 quartos, sendo 02 suítes. quintal.
área do terreno:8,00x25,00"
Apartamentos,Venda - apartamento padrão,R$ 730,R$ 2.000,90m²,3,3,,"Churrasqueira, Academia, Quarto de serviço, Varanda, Piscina, Área de serviço","Academia, Elevador, Condomínio fechado, Piscina, Salão de festas, Permitido animais",R$ 794.000,60125048,Fortaleza,Aldeota,Rua Osvaldo Cruz - de 831/832 a 2069/2070,"Código do anúncio: 8EVIE1

Apartamento 100% Nascente
Area de 90 m²
03 quartos sendo 02 suites
DCE
Piso em Porcelanato
Varanda Gourmet
Agua e Gas Individualizados
03 apartamentos por andar
Predio de Esquina
21 andares
Piscina Infantil e Adulto
Sauna
Deck com Churrasqueira
Academia e Salão de Festas
Documentacao OK
Agende sua visita!

02 vaga de garagem"
