Category,Type,Zipcode,City,Neighboor,Address,Description,c_Elevador,c_Portaria,c_Piscina,c_Portao_eletronico,c_Condominio_fechado,c_Segurança_24h,c_Permitido_animais,c_Area_murada,c_Academia,c_Salao_de_festas,p_Porteiro_24h,p_Churrasqueira,p_Piscina,p_Armarios_embutidos,p_Ar_condicionado,p_Quarto_de_servico,p_Varanda,p_Armarios_na_cozinha,p_Academia,p_Area_de_servico,p_Mobiliado,p_Salao_de_festas,Price_Value,Area_value,Bedrooms_qty,Bathrooms_qty,Garage_qty,square_meter_price,full_adress,location
Apartamentos,Venda - apartamento padrão,60410160,Fortaleza,Montese,Rua Isaie Bóris,"Código do anúncio: AP0065_1-2494363

Apartamento Montese, 2 quartos, wc social, 68m² de área, 2 andar, 2 vagas livres, localização privilegiada, a poucos metros da avenida Gomes de Matos/americanas. 
 R$ 185.000,00 (aceita financiamento) 
 Agende sua Visita: 
 (85) 98668.2285 / 3223.0929",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185000,68,2,1,2,2720.5882352941176,"Rua Isaie Bóris, Montese, Fortaleza - CE","Rua Isaie Bóris, Montese, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60420-310, Brasil"
Apartamentos,Venda - apartamento padrão,60822610,Fortaleza,Cidade dos Funcionários,Rua Alice,"Código do anúncio: AP0667

Apartamento à venda na Cidade dos Funcionários.
com 2 quartos, sendo 1 suíte, Banheiro Social, sala de estar e jantar, varanda, cozinha, área de serviço.
Condomínio dispõe de gás canalizado, portaria elevada com eclusa e portão automático, interfone, salão de festas, deck, churrasqueira, quadra poliesportiva, piscinas e playground.

Localizada em uma região que mais cresce, próximo a Av Rogaciano Leite, próximo a escolas, supermercados, posto de gasolina, lojas e paradas de ônibus.

* Os valores e as informações contidas nesta página podem sofrer alterações sem prévio aviso. Portanto, orientamos que sempre sejam confirmadas com o nosso departamento comercial. -",0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,200000,76,2,1,1,2631.5789473684213,"Rua Alice, Cidade dos Funcionários, Fortaleza - CE","Rua Alice, Cidade dos Funcionários, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60822-530, Brasil"
Apartamentos,Venda - apartamento padrão,60175185,Fortaleza,Mucuripe,Rua Frei Mansueto - até 629 - lado ímpar,"Código do anúncio: AP0059

Um novo estilo de morar com excelente localização, próximo a tudo que você precisa: Restaurantes, academias, supermercados, Av. Beira Mar. Apartamentos em 54m² e 72m² com 2 e 3 quartos.

Apartamentos de 54m².
- Sendo 1 suíte, banheiro social e 1 quarto.
-Sala, varanda integrada à cozinha e 1 vaga.

Área de Lazer:
-Fitness.
-Piscina Adulto e Infantil.
-Salão de Festas.
-Copa.
-Coworking e Sala de Reuniões.
-Play.
-Wcs Sociais.

OBS: FOTO APARTAMENTO MODELO.

Entrega do Apartamento Outubro de 2022.

Valores à partir de R$: 628.432,00. -",0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,628432,55,2,2,1,11426.036363636364,"Rua Frei Mansueto - até 629 - lado ímpar, Mucuripe, Fortaleza - CE",
Apartamentos,Venda - apartamento padrão,60175742,Fortaleza,Papicu,Rua Valdetário Mota - de 410/411 a 1268/1269,"Código do anúncio: AP0066

Apartamento no Papicu com 3 dormitórios à venda, 105 m² por R$ 285.000 - Papicu - Fortaleza/CE
Apartamento Residencial à venda, Papicu, Fortaleza -
Ed. Planalto do Sol - Situado a um quarteirão de distância da Av. Santos Dumont, perto do Parque do Cocó, farmácias, bancos, escola, terminal de ônibus, supermercados, hospital e padaria.

105m² - 3 quartos sendo 2 suítes (suíte principal com armário), wc social, sala em L , cozinha com armários e despensa. 1 vaga de garagem fixa + 1 vaga rotativa. 2 elevadores. -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285000,106,3,2,1,2688.6792452830186,"Rua Valdetário Mota - de 410/411 a 1268/1269, Papicu, Fortaleza - CE",
Apartamentos,Venda - apartamento padrão,60183651,Fortaleza,Praia do Futuro II,Rua 9 (Cj Caça e Pesca),"Código do anúncio: AP0527

lindo apartamento a venda na praia do futuro em um condomínio com área de lazer completa.
12° andar
Melhor coluna - esquina da torre - com vistas frontal e lateral mar
Melhor torre
A de frente para o mar (torre norte)
2 quartos/1 banheiro
55m2
: 1 vaga coberta

entre em contato e agende uma visita:  ou  Rafael Liberato -",0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,430000,55,2,1,1,7818.181818181818,"Rua 9 (Cj Caça e Pesca), Praia do Futuro II, Fortaleza - CE",
Apartamentos,Venda - apartamento padrão,60150100,Fortaleza,Aldeota,Rua Eduardo Garcia,"Código do anúncio: AP2830

APARTAMENTO COBERTURA DUPLES, COM 4 DORMITÓRIOS SENDO 3 SUÍTES, SALA, COZINHA, WC, ÁREA DE SERVIÇO, 4 VAGAS DE GARAGEM, PISCINA E DE FRENTE PARA A PRAIA

ACEITA TROCA POR CASA OU APARTAMENTO EM CAMPINAS OU VALINHOS.",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1300000,236,4,4,4,5508.474576271186,"Rua Eduardo Garcia, Aldeota, Fortaleza - CE","Rua Eduardo Garcia, Aldeota, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60150-100, Brasil"
Apartamentos,Venda - apartamento padrão,60170310,Fortaleza,Meireles,Rua Professor Dias da Rocha - até 669/670,"Código do anúncio: c2cdd5

O apartamento está localizado no bairro Meireles tem 158 metros quadrados com 3 quartos sendo 3 suites e 5 banheiros",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600000,158,3,5,3,3797.46835443038,"Rua Professor Dias da Rocha - até 669/670, Meireles, Fortaleza - CE",
Apartamentos,Venda - apartamento padrão,60140120,Fortaleza,Aldeota,Rua Carolina Sucupira - até 1549/1550,"Código do anúncio: AP0107

Apartamento de 125m² com 3 dormitórios nascente localizado no Cocó. Excelente apartamento na Rua Carolina Sucupira com
vista para o Parque do Cocó, com 2 suítes, ampla sala, cozinha, 02 vagas de garagem. Área de lazer com salão de festas, playground, quadra poliesportiva e área de convivência e muito mais para usufruir desse belo empreendimento. -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,500000,125,3,3,2,4000.0,"Rua Carolina Sucupira - até 1549/1550, Aldeota, Fortaleza - CE",
Apartamentos,Venda - apartamento padrão,60510118,Fortaleza,Jóquei Clube,Rua Mozart Firmeza - até 999/1000,"Última oportunidade, Última unidade.

*Última unidade Duo Parangaba*

?


?Unidade 101, torre 02
3 quartos, 2 vagas
*Por R$ 340.000,00*

67,68m2

ÁREA DE LAZER COMPLETA!!

ÍTALO MENDES 
CRECI: 18798

TEL/ZAP: 85 ... ver número ",1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,0,1,0,1,1,0,0,340000,67,3,2,2,5074.626865671642,"Rua Mozart Firmeza - até 999/1000, Jóquei Clube, Fortaleza - CE",
Apartamentos,Venda - apartamento padrão,60120021,Fortaleza,Aldeota,Rua Silva Paulet - de 766/767 a 1889/1890,"Código do anúncio: #Itauna

Localização: Rua Silva Paulet, 1972 - Aldeota

Características: Apto com 118 metros, 03 suítes, 03 vagas, elevador. Móveis Projetados. Andar Alto.

Contatos: (85) 99126.9065 ( Ligações e Whatsapp )",1,1,1,0,1,0,1,0,1,1,0,1,1,0,1,0,1,0,1,0,1,0,650000,118,3,4,3,5508.474576271186,"Rua Silva Paulet - de 766/767 a 1889/1890, Aldeota, Fortaleza - CE",
Apartamentos,Venda - apartamento padrão,60411205,Fortaleza,Fátima,Avenida Luciano Carneiro - até 999 - lado ímpar,"Código do anúncio: 68

Excelente apartamento andar alto, vista belíssima,  no bairro Fátima com 51 m², 2 quartos sendo 1 suite e 2 banheiros, móveis projetados na sala e cozinha, ar condicionado,  varanda na sala  
Lazer espetacular,  com  academia, espaço gourmet, jardim, parquinho infantil, salão para festas, deck com churrasqueira salao de jogos, piscina adulto e infantil campo futebol, guarita elevada com segurança 3 elevadores",1,1,1,0,1,0,1,0,1,1,0,1,1,0,1,0,1,1,1,0,1,0,390000,51,2,2,1,7647.058823529412,"Avenida Luciano Carneiro - até 999 - lado ímpar, Fátima, Fortaleza - CE",
Apartamentos,Venda - apartamento padrão,60115281,Fortaleza,Aldeota,Rua Doutor José Lourenço - de 771/772 a 1999/2000,"Código do anúncio: AP0906

Proximo a Av., Washington Soares, venha morar nesse empreendimento perto de tudo que você precisa. A partir de R$ 259.990,00


Área dos Apartamentos:
55 m² ( Padrão)
108 m² (Cobertura duplex)

Garagens: 1 ou 2 vagas privativas

Agende já sua visita!!!!! -",0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1145000,117,3,5,2,9786.324786324787,"Rua Doutor José Lourenço - de 771/772 a 1999/2000, Aldeota, Fortaleza - CE",
Apartamentos,Venda - apartamento padrão,60192070,Fortaleza,Cocó,Rua Andrade Furtado - até 949/950,"Código do anúncio: #MirantedoParque

Localização: R. Andrade Furtado, 147 - Cocó

Características: Ap com 83m², possuindo 3 quartos e 2 vagas. Móveis Projetados. Vista Panorâmica do Parque. Andar Alto.

Contatos: (85) 99126.9065 ( Ligações e Whatsapp )",1,1,1,0,1,0,1,0,1,1,0,1,1,0,1,0,1,0,1,0,1,0,579999,83,3,2,2,6987.939759036145,"Rua Andrade Furtado - até 949/950, Cocó, Fortaleza - CE",
Casas,Venda - casa em rua pública,60833165,Fortaleza,Sapiranga-Coité,Rua Eliseu Oriá - até 1459/1460,"Código do anúncio: CA0081

Oportunidade de realizar o sonho da casa própria e proporcionar conforto e comodidade a sua família! Casa duplex com 4 quatros sendo 3 suítes, 1 WC Social, uma sala de estar super espaçosa, garagem para até 4 carros, varanda, área de serviço, cozinha, cerca elétrica e portão automático, tudo isso dividido de forma harmoniosa dentro dos seus 361m² de área privativa. Ainda conta com uma localização privilegiada, fica a 9 minutos (a pé) do Shopping Via Sul, é próxima ao Colégio Farias Brito Baby, a supermercados, restaurantes e muito mais. Gostou? Então agende já a sua visita com um de nossos consultores! 3021.5055",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800000,361,4,4,4,2216.06648199446,"Rua Eliseu Oriá - até 1459/1460, Sapiranga-Coité, Fortaleza - CE",
Apartamentos,Venda - apartamento padrão,60824230,Fortaleza,Parque Iracema,Rua Alódia,"Código do anúncio: APE8

Apartamento em Andar Alto no Condomínio Las Palmas, ao lado do Parque del Sol em Fortaleza, na Cidade dos Funcionários. Apartamento com 03 Quartos e 02 Vagas, com Alguns móveis Fixos.

Deixe o seu Whats App e Agende uma Visita!

Pavimentos: 19 (Tipo)

Torres: 04 | Elevadores: 02 (Por Torre)

Apartamentos Por Andar: 04

Apartamentos: 304 (76 Por Torre)

Área Privativa: 73,14m²

(03 Quartos, sendo 01 Suíte Master)

-Salas de Estar e Jantar;
-Ampla Varanda, da Sala à Suíte;
-Cozinha,
-Área de Serviço,
-Banheiro Social,
-Espaço Flex (Opcional);

Vagas de Garagem: 02

Área Comum:

-Piscina Adulto Descoberta,
-Piscina Infantil Descoberta,
-Playground,
-Quadra de Tênis,
-Quadra Poliesportiva,
-Academia de Ginástica,
-Campo de Futebol Gramado,
-Massagem,
-Ofurô,
-Espaço Gourmet,
-Salão de Beleza,
-Salão de Festas Adulto,
-Salão de Festas Infantil,
-Sauna,
-SPA,

DATA DE ENTREGA: 

TAXA DE CONDOMINIO: R$ 500,00

Obs: Não Inclui a Água, Vencimento de 10. Pagando até o Vencimento tem Desconto de R$ 40,00.",1,1,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,600000,73,3,2,2,8219.17808219178,"Rua Alódia, Parque Iracema, Fortaleza - CE","Rua Alódia, Parque Del Sol, Parque Iracema, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60824-230, Brasil"
Apartamentos,Venda - apartamento padrão,60120020,Fortaleza,Meireles,Rua Silva Paulet - até 764/765,"Código do anúncio: 9992

APARTAMENTO À VENDA NO BAIRRO MEIRELES REF.: 9992

 CONDOMÍNIO STUDIO 1 - BAIRRO MEIRELES


Belo apartamento no Condomínio STUDIO 1, com todo o conforto de se morar próximo ao Mar e desfrutar da ótima localização, perto de restaurantes, supermercados, bares, pizzarias, teatro, bancos, e sorveterias. 


O condomínio possui, cerca elétrica, elevador social e portaria 24 horas por dia! Sem contar que fica próximo a praia de Iracema.

Garanta já o seu!!!!!

 VALOR DE VENDA: R$ 420.000,00


 

 



-- Atualizado em:  :45",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,420000,55,1,1,1,7636.363636363636,"Rua Silva Paulet - até 764/765, Meireles, Fortaleza - CE",
Apartamentos,Venda - apartamento padrão,60411130,Fortaleza,Fátima,Rua Jaime Benévolo - de 1821/1822 ao fim,"Código do anúncio: AP2208

Apartamento no bairro de Fátima com área privativa de 86 m², 03 quartos sendo 01 suíte, DCE, despensa, 02 vagas de garagem. Ótima localização, próximo a Av. 13 de Maio. -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,240000,86,3,2,2,2790.6976744186045,"Rua Jaime Benévolo - de 1821/1822 ao fim, Fátima, Fortaleza - CE",
Apartamentos,Venda - apartamento padrão,60130160,Fortaleza,Joaquim Távora,Rua Soriano Albuquerque,"Código do anúncio: AP0676

Apartamento com 107,97 de área privativa, Nascente total, 3 quartos (1 suíte social, 1 suíte máster e 1 reversível), sala em L (estar e jantar), varanda, cozinha com armários, área de serviços, DCE.

OBS: Armário nos quartos -",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,460000,187,3,2,2,2459.8930481283423,"Rua Soriano Albuquerque, Joaquim Távora, Fortaleza - CE","Rua Soriano Albuquerque, Joaquim Távora, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60130-200, Brasil"
Casas,Venda - casa em rua pública,60761425,Fortaleza,Mondubim,Rua Turquesa,"Código do anúncio: Jonny Lima (85)... ver número *a92

CASA NA MARAPONGA

° 131 m² construídos em um terreno regular de 132,50 m²
° 5.30 x 25 m de fundo;
° 4 quartos (1 embaixo)
° 2 suítes; 
° 3 banheiros
° Sala
° varanda
° cozinha
° área de serviço
° 3 banheiros
° quintal
° piso porcelanato (exceto em dois banheiros)
° 2 vagas e portão de correr

 Valor: por R$ 490.000,00

- Documentação regular e Financiamento por qualquer banco;

° Para mais informações ou visita:
Jonny Lima",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,490000,128,3,3,2,3828.125,"Rua Turquesa, Mondubim, Fortaleza - CE","Rua Turquesa, Itaperi da Pracinha, Mondubim, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60761-512, Brasil"
Apartamentos,Venda - apartamento padrão,60120020,Fortaleza,Meireles,Rua Silva Paulet - até 764/765,"Código do anúncio: AP0268

Vendo apartamento no Meireles com lazer completo.
São 3 quartos (sendo 2 suítes), sala, varanda, cozinha e área de serviço.
2 vagas de garagem.
Lazer com piscinas adulto e infantil, deck com churrasqueira, salão de festas, academia e plauground.

Documentação ok.
Agende sua visita.
Márcio Macêdo, Creci: 19.667f. -",0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,560000,73,3,2,2,7671.232876712329,"Rua Silva Paulet - até 764/765, Meireles, Fortaleza - CE",
Apartamentos,Venda - apartamento padrão,60743762,Fortaleza,Passaré,Avenida Doutor Silas Munguba - de 4998 ao fim - lado par,"Código do anúncio: 9193... ver número

Excelente apartamento e em ótima locação com 76m2, 3 quartos, sendo duas suítes, sala ampla, cozinha ampla, área de serviços, todo reformado, 2º andar, duas vagas de garagem, 100% sombra, super ventilado, instalação pronta para ar condicionado, aceita financiamento.

Condomínio R$ 

Solicite ja uma visita sem compromisso pelo  João Paulo


Tags: apartamento grande, castelão, passaré, sumaré, igreja canaã, silas munguba, parque anhembi. dede brasil",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,220000,76,3,2,2,2894.7368421052633,"Avenida Doutor Silas Munguba - de 4998 ao fim - lado par, Passaré, Fortaleza - CE",
Apartamentos,Venda - apartamento padrão,60824050,Fortaleza,Parque Iracema,Rua José Nogueira Freire,"Código do anúncio: 18

EXELENTE ÁREA DE LAZER NO PARQUE DEL SOL, 3 QTOS, (SENDO 1 SUITE COM ARMARIO, BANHEIRO DA SUITE COM box) VARANDA, COZ AMÉRICANA, ÁREA DE SERVIÇO com armario, WC SOCIAL COM  01 VAGA.CONDOMINIO COM SALÃO DE FESTAS, QUADRA ESPORTIVA, PLAY GRUUND",0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,290000,64,3,2,1,4531.25,"Rua José Nogueira Freire, Parque Iracema, Fortaleza - CE","Rua José Nogueira Freire, Parque Del Sol, Parque Iracema, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60824-050, Brasil"
Apartamentos,Venda - apartamento padrão,60761420,Fortaleza,Mondubim,Rua Cristiano Otoni,"Código do anúncio: AP0513

Torre Solare ( Região da Maraponga)

Atrás do Atacadão Lag da Av. Bernardo Manuel..

Condomínio com: Elevador, piscina adulto e infantil, Deck Gourmet, Churrasqueira, Bicicletário, pomar.

Apto de 2 quartos ( padrão e com varanda). Opções também com jardim.

Compre com um sinal de R$ 990 e parcele o restante da entrada em até 46 meses.

Apto a partir de R$ 168.900

Entrega : Dezembro de 2024

para mais informações ligue ou chame no whatssapp
 Rafael -",1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,169000,44,2,1,1,3840.909090909091,"Rua Cristiano Otoni, Mondubim, Fortaleza - CE",
Apartamentos,Venda - apartamento padrão,60125070,Fortaleza,Meireles,Rua Nunes Valente - até 819/820,"Código do anúncio: M2UL4N

O apartamento está localizado no bairro Meireles  com  94 metros quadrados  3 quartos sendo 2 suites e 3 banheiros ,.mais Dce,  Elevadores*.GERADOR,.., armários quartos e cozinha, piso sala c/ granito,varanda .muito perto da Av. da Abolicao e Av.Beira Mar.
Demais cômodos, cerâmica.   No Valor do  condomínio,  incluso, Água  e Gás......
Encontra-se em um condomínio protegido,por câmeras , portaria elevada .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420000,94,3,1,2,4468.085106382979,"Rua Nunes Valente - até 819/820, Meireles, Fortaleza - CE",
Casas,Venda - casa em rua pública,60761475,Fortaleza,Mondubim,Rua Rubi,"Código do anúncio: jbv5701

Excelente duplex localizado no loteamento Cartier, piscina, deck, churrasqueira, sala de estar e jantar, cozinha com armários projetados, 04 quartos, sendo 02 suítes. quintal.
área do terreno:8,00x25,00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,490000,160,4,4,3,3062.5,"Rua Rubi, Mondubim, Fortaleza - CE","Rua Rubi, Itaperi da Pracinha, Mondubim, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60714-685, Brasil"
Apartamentos,Venda - apartamento padrão,60125048,Fortaleza,Aldeota,Rua Osvaldo Cruz - de 831/832 a 2069/2070,"Código do anúncio: 8EVIE1

Apartamento 100% Nascente
Area de 90 m²
03 quartos sendo 02 suites
DCE
Piso em Porcelanato
Varanda Gourmet
Agua e Gas Individualizados
03 apartamentos por andar
Predio de Esquina
21 andares
Piscina Infantil e Adulto
Sauna
Deck com Churrasqueira
Academia e Salão de Festas
Documentacao OK
Agende sua visita!

02 vaga de garagem",1,0,1,0,1,0,1,0,1,1,0,1,1,0,0,1,1,0,1,1,0,0,794000,90,3,3,0,8822.222222222223,"Rua Osvaldo Cruz - de 831/832 a 2069/2070, Aldeota, Fortaleza - CE",
Apartamentos,Venda - apartamento padrão,60732558,Fortaleza,Siqueira,Rua Maria Maia,"Código do anúncio: AP0469

Excelente Apartamento a Venda no Siqueira.

Imóvel impecável, bem localizado, pronto para morar!
Este empreendimento te oferece conforto, comodidade, e um acabamento em alto padrão , sendo próximo a um vasto corredor comercial que é a avenida Osório de Paiva , onde se encontra os principais segmentos como ; Baratão Supermercados, Cometa Supermercados, Atacadão Supermercados , Construtop , Academia Adrenalina Total, e lojas de todos os segmentos.

são 49,00 m² de Área Construída, com:
Sala de Estar e de Jantar
Cozinha americana com móveis planejados
Área de serviço
02 Quartos sendo 01 suíte
Banheiro social
Vaga de garagem .

Aproveite esta grande oportunidade de morar com qualidade de vida em uma das melhores regiões de Fortaleza!

Entre em contato e agende uma visita sem compromisso!
Estamos esperando sua ligação! -",1,0,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,210000,50,2,2,1,4200.0,"Rua Maria Maia, Siqueira, Fortaleza - CE",
